,grupo,nivel,comp_destino,comp_especif,sueldo,fmr,c4%,total,media_compl_especif,salario_total
511,C2,16.0,5691.28,14213.92,9733.119999999999,694.96,0.0,30333.28,12391.786567164178,27816.186567164175
512,C2,16.0,5691.28,14240.94,9733.119999999999,694.96,0.0,30360.299999999996,12391.786567164178,27816.186567164175
513,C2,16.0,5691.28,14284.62,9733.119999999999,694.96,0.0,30403.979999999996,12391.786567164178,27816.186567164175
514,C2,16.0,5691.28,14982.100000000002,9733.119999999999,694.96,0.0,31101.46,12391.786567164178,27816.186567164175
515,C2,16.0,5691.28,15486.380000000001,9733.119999999999,694.96,0.0,31605.739999999998,12391.786567164178,27816.186567164175
516,C2,16.0,5691.28,17976.42,9733.119999999999,694.96,0.0,34095.77999999999,12391.786567164178,27816.186567164175
517,C2,16.0,5691.28,17994.48,9733.119999999999,694.96,0.0,34113.84,12391.786567164178,27816.186567164175
518,C2,16.0,5691.28,18367.16,9733.119999999999,694.96,0.0,34486.52,12391.786567164178,27816.186567164175
519,C2,16.0,5691.28,20908.86,9733.119999999999,694.96,0.0,37028.219999999994,12391.786567164178,27816.186567164175
520,C2,16.0,5691.28,23576.559999999998,9733.119999999999,694.96,0.0,39695.91999999999,12391.786567164178,27816.186567164175
521,C2,16.0,5691.28,24541.02,9733.119999999999,694.96,0.0,40660.38,12391.786567164178,27816.186567164175
522,C2,16.0,5691.28,31017.0,9733.119999999999,694.96,0.0,47136.35999999999,12391.786567164178,27816.186567164175
523,C2,17.0,6055.56,9442.44,9733.119999999999,694.96,0.0,25926.08,12593.233333333332,28381.91333333333
524,C2,17.0,6055.56,9912.84,9733.119999999999,694.96,0.0,26396.48,12593.233333333332,28381.91333333333
525,C2,17.0,6055.56,10384.92,9733.119999999999,694.96,0.0,26868.559999999998,12593.233333333332,28381.91333333333
526,C2,17.0,6055.56,10447.64,9733.119999999999,694.96,0.0,26931.28,12593.233333333332,28381.91333333333
527,C2,17.0,6055.56,10502.94,9733.119999999999,694.96,0.0,26986.58,12593.233333333332,28381.91333333333
528,C2,17.0,6055.56,13108.62,9733.119999999999,694.96,0.0,29592.260000000002,12593.233333333332,28381.91333333333
529,C2,17.0,6055.56,13143.06,9733.119999999999,694.96,0.0,29626.699999999997,12593.233333333332,28381.91333333333
530,C2,17.0,6055.56,17299.940000000002,9733.119999999999,694.96,0.0,33783.58,12593.233333333332,28381.91333333333
531,C2,17.0,6055.56,19096.7,9733.119999999999,694.96,0.0,35580.340000000004,12593.233333333332,28381.91333333333
532,C2,18.0,6420.96,9325.96,9733.119999999999,694.96,0.0,26174.999999999996,14155.069811320755,30309.149811320753
533,C2,18.0,6420.96,9540.720000000001,9733.119999999999,694.96,0.0,26389.76,14155.069811320755,30309.149811320753
534,C2,18.0,6420.96,9544.36,9733.119999999999,694.96,0.0,26393.399999999998,14155.069811320755,30309.149811320753
535,C2,18.0,6420.96,10075.519999999999,9733.119999999999,694.96,0.0,26924.559999999998,14155.069811320755,30309.149811320753
536,C2,18.0,6420.96,10079.16,9733.119999999999,694.96,0.0,26928.199999999997,14155.069811320755,30309.149811320753
537,C2,18.0,6420.96,10134.46,9733.119999999999,694.96,0.0,26983.499999999996,14155.069811320755,30309.149811320753
538,C2,18.0,6420.96,10384.92,9733.119999999999,694.96,0.0,27233.96,14155.069811320755,30309.149811320753
539,C2,18.0,6420.96,10451.279999999999,9733.119999999999,694.96,0.0,27300.319999999996,14155.069811320755,30309.149811320753
540,C2,18.0,6420.96,10483.9,9733.119999999999,694.96,0.0,27332.939999999995,14155.069811320755,30309.149811320753
541,C2,18.0,6420.96,10616.62,9733.119999999999,694.96,0.0,27465.659999999996,14155.069811320755,30309.149811320753
542,C2,18.0,6420.96,10979.08,9733.119999999999,694.96,0.0,27828.119999999995,14155.069811320755,30309.149811320753
543,C2,18.0,6420.96,10986.08,9733.119999999999,694.96,0.0,27835.119999999995,14155.069811320755,30309.149811320753
544,C2,18.0,6420.96,11066.720000000001,9733.119999999999,694.96,0.0,27915.76,14155.069811320755,30309.149811320753
545,C2,18.0,6420.96,11166.54,9733.119999999999,694.96,0.0,28015.579999999998,14155.069811320755,30309.149811320753
546,C2,18.0,6420.96,11319.14,9733.119999999999,694.96,0.0,28168.179999999997,14155.069811320755,30309.149811320753
547,C2,18.0,6420.96,11322.220000000001,9733.119999999999,694.96,0.0,28171.26,14155.069811320755,30309.149811320753
548,C2,18.0,6420.96,11539.64,9733.119999999999,694.96,0.0,28388.679999999997,14155.069811320755,30309.149811320753
549,C2,18.0,6420.96,11853.94,9733.119999999999,694.96,0.0,28702.979999999996,14155.069811320755,30309.149811320753
550,C2,18.0,6420.96,12041.26,9733.119999999999,694.96,0.0,28890.299999999996,14155.069811320755,30309.149811320753
551,C2,18.0,6420.96,12141.64,9733.119999999999,694.96,0.0,28990.679999999997,14155.069811320755,30309.149811320753
552,C2,18.0,6420.96,12262.32,9733.119999999999,694.96,0.0,29111.359999999997,14155.069811320755,30309.149811320753
553,C2,18.0,6420.96,12388.32,9733.119999999999,694.96,0.0,29237.359999999997,14155.069811320755,30309.149811320753
554,C2,18.0,6420.96,12424.16,9733.119999999999,694.96,0.0,29273.199999999997,14155.069811320755,30309.149811320753
555,C2,18.0,6420.96,12450.199999999999,9733.119999999999,694.96,0.0,29299.239999999998,14155.069811320755,30309.149811320753
556,C2,18.0,6420.96,12570.46,9733.119999999999,694.96,0.0,29419.499999999996,14155.069811320755,30309.149811320753
557,C2,18.0,6420.96,12587.4,9733.119999999999,694.96,0.0,29436.439999999995,14155.069811320755,30309.149811320753
558,C2,18.0,6420.96,12630.519999999999,9733.119999999999,694.96,0.0,29479.559999999998,14155.069811320755,30309.149811320753
559,C2,18.0,6420.96,12757.08,9733.119999999999,694.96,0.0,29606.119999999995,14155.069811320755,30309.149811320753
560,C2,18.0,6420.96,12848.36,9733.119999999999,694.96,0.0,29697.399999999998,14155.069811320755,30309.149811320753
561,C2,18.0,6420.96,13015.66,9733.119999999999,694.96,0.0,29864.699999999997,14155.069811320755,30309.149811320753
562,C2,18.0,6420.96,13160.56,9733.119999999999,694.96,0.0,30009.6,14155.069811320755,30309.149811320753
563,C2,18.0,6420.96,13181.980000000001,9733.119999999999,694.96,0.0,30031.019999999997,14155.069811320755,30309.149811320753
564,C2,18.0,6420.96,13670.720000000001,9733.119999999999,694.96,0.0,30519.76,14155.069811320755,30309.149811320753
565,C2,18.0,6420.96,13750.66,9733.119999999999,694.96,0.0,30599.699999999997,14155.069811320755,30309.149811320753
566,C2,18.0,6420.96,14091.56,9733.119999999999,694.96,0.0,30940.6,14155.069811320755,30309.149811320753
567,C2,18.0,6420.96,14365.820000000002,9733.119999999999,694.96,0.0,31214.86,14155.069811320755,30309.149811320753
568,C2,18.0,6420.96,14653.52,9733.119999999999,694.96,0.0,31502.559999999998,14155.069811320755,30309.149811320753
569,C2,18.0,6420.96,14780.220000000001,9733.119999999999,694.96,0.0,31629.26,14155.069811320755,30309.149811320753
570,C2,18.0,6420.96,14871.92,9733.119999999999,694.96,0.0,31720.96,14155.069811320755,30309.149811320753
571,C2,18.0,6420.96,15246.56,9733.119999999999,694.96,0.0,32095.6,14155.069811320755,30309.149811320753
572,C2,18.0,6420.96,15836.66,9733.119999999999,694.96,0.0,32685.699999999997,14155.069811320755,30309.149811320753
573,C2,18.0,6420.96,16881.899999999998,9733.119999999999,694.96,0.0,33730.939999999995,14155.069811320755,30309.149811320753
574,C2,18.0,6420.96,17966.899999999998,9733.119999999999,694.96,0.0,34815.939999999995,14155.069811320755,30309.149811320753
575,C2,18.0,6420.96,18367.16,9733.119999999999,694.96,0.0,35216.2,14155.069811320755,30309.149811320753
576,C2,18.0,6420.96,18886.14,9733.119999999999,694.96,0.0,35735.18,14155.069811320755,30309.149811320753
577,C2,18.0,6420.96,19681.34,9733.119999999999,694.96,0.0,36530.38,14155.069811320755,30309.149811320753
578,C2,18.0,6420.96,20271.440000000002,9733.119999999999,694.96,0.0,37120.48,14155.069811320755,30309.149811320753
579,C2,18.0,6420.96,21028.28,9733.119999999999,694.96,0.0,37877.32,14155.069811320755,30309.149811320753
580,C2,18.0,6420.96,22357.440000000002,9733.119999999999,694.96,0.0,39206.48,14155.069811320755,30309.149811320753
581,C2,18.0,6420.96,23068.22,9733.119999999999,694.96,0.0,39917.26,14155.069811320755,30309.149811320753
582,C2,18.0,6420.96,23078.02,9733.119999999999,694.96,0.0,39927.06,14155.069811320755,30309.149811320753
583,C2,18.0,6420.96,23576.559999999998,9733.119999999999,694.96,0.0,40425.6,14155.069811320755,30309.149811320753
584,C2,18.0,6420.96,26457.48,9733.119999999999,694.96,0.0,43306.52,14155.069811320755,30309.149811320753
585,E,13.0,4595.36,8354.08,8919.96,694.96,574.56,23138.920000000002,11667.039999999999,25182.36
586,E,13.0,4595.36,8888.88,8919.96,694.96,596.96,23696.119999999995,11667.039999999999,25182.36
587,E,13.0,4595.36,8944.18,8919.96,694.96,599.34,23753.8,11667.039999999999,25182.36
588,E,13.0,4595.36,8964.34,8919.96,694.96,600.18,23774.8,11667.039999999999,25182.36
589,E,13.0,4595.36,9033.5,8919.96,694.96,603.12,23846.899999999998,11667.039999999999,25182.36
590,E,13.0,4595.36,9125.480000000001,8919.96,694.96,607.04,23942.800000000003,11667.039999999999,25182.36
591,E,13.0,4595.36,9233.42,8919.96,694.96,611.52,24055.219999999998,11667.039999999999,25182.36
592,E,13.0,4595.36,9317.14,8919.96,694.96,615.02,24142.44,11667.039999999999,25182.36
593,E,13.0,4595.36,9434.32,8919.96,694.96,619.9200000000001,24264.519999999997,11667.039999999999,25182.36
594,E,13.0,4595.36,9469.46,8919.96,694.96,621.46,24301.199999999997,11667.039999999999,25182.36
595,E,13.0,4595.36,9478.980000000001,8919.96,694.96,621.88,24311.140000000003,11667.039999999999,25182.36
596,E,13.0,4595.36,9534.279999999999,8919.96,694.96,624.26,24368.819999999996,11667.039999999999,25182.36
597,E,13.0,4595.36,9831.64,8919.96,694.96,636.7199999999999,24678.64,11667.039999999999,25182.36
598,E,13.0,4595.36,9969.12,8919.96,694.96,642.46,24821.86,11667.039999999999,25182.36
599,E,13.0,4595.36,10003.699999999999,8919.96,694.96,644.0,24857.979999999996,11667.039999999999,25182.36
600,E,13.0,4595.36,10027.08,8919.96,694.96,644.98,24882.34,11667.039999999999,25182.36
601,E,13.0,4595.36,10289.58,8919.96,694.96,656.04,25155.9,11667.039999999999,25182.36
602,E,13.0,4595.36,10501.96,8919.96,694.96,665.0,25377.239999999998,11667.039999999999,25182.36
603,E,13.0,4595.36,10667.300000000001,8919.96,694.96,671.86,25549.440000000002,11667.039999999999,25182.36
604,E,13.0,4595.36,10668.14,8919.96,694.96,672.0,25550.42,11667.039999999999,25182.36
605,E,13.0,4595.36,10824.38,8919.96,694.96,678.5799999999999,25713.239999999998,11667.039999999999,25182.36
606,E,13.0,4595.36,11046.14,8919.96,694.96,687.82,25944.239999999998,11667.039999999999,25182.36
607,E,13.0,4595.36,11059.16,8919.96,694.96,688.38,25957.82,11667.039999999999,25182.36
608,E,13.0,4595.36,11258.24,8919.96,694.96,696.7800000000001,26165.299999999996,11667.039999999999,25182.36
609,E,13.0,4595.36,11400.76,8919.96,694.96,702.8000000000001,26313.84,11667.039999999999,25182.36
610,E,13.0,4595.36,11620.279999999999,8919.96,694.96,712.04,26542.6,11667.039999999999,25182.36
611,E,13.0,4595.36,11637.36,8919.96,694.96,712.74,26560.38,11667.039999999999,25182.36
612,E,13.0,4595.36,11661.58,8919.96,694.96,713.7199999999999,26585.58,11667.039999999999,25182.36
613,E,13.0,4595.36,11745.300000000001,8919.96,694.96,717.2199999999999,26672.800000000003,11667.039999999999,25182.36
614,E,13.0,4595.36,11829.019999999999,8919.96,694.96,720.86,26760.159999999996,11667.039999999999,25182.36
615,E,13.0,4595.36,11848.34,8919.96,694.96,721.56,26780.18,11667.039999999999,25182.36
616,E,13.0,4595.36,12188.26,8919.96,694.96,735.98,27134.52,11667.039999999999,25182.36
617,E,13.0,4595.36,12967.08,8919.96,694.96,768.74,27946.100000000002,11667.039999999999,25182.36
618,E,13.0,4595.36,13625.779999999999,8919.96,694.96,796.46,28632.519999999997,11667.039999999999,25182.36
619,E,13.0,4595.36,15181.600000000002,8919.96,694.96,861.98,30253.86,11667.039999999999,25182.36
620,E,13.0,4595.36,16608.48,8919.96,694.96,922.04,31740.8,11667.039999999999,25182.36
621,E,13.0,4595.36,17221.399999999998,8919.96,694.96,947.8000000000001,32379.479999999996,11667.039999999999,25182.36
622,E,13.0,4595.36,18124.26,8919.96,694.96,985.88,33320.42,11667.039999999999,25182.36
623,E,13.0,4595.36,21242.62,8919.96,694.96,1117.2,36570.1,11667.039999999999,25182.36
624,E,13.0,4595.36,21854.98,8919.96,694.96,1142.96,37208.22,11667.039999999999,25182.36
